"person";"skill";"category"
"177";"Redux";"Webentwicklung"
"177";"MySQL";"Datenbank"
"177";"Entwurfsmuster";"Entwicklung"
"177";"Test Driven Development (TDD)";"Methoden und Praktiken"
"177";"Softwaredesign/-architektur";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"177";"FileZilla";"Dienste"
"177";"Softwaretests";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"177";"Unit Tests (Komponententests)";"Methoden und Praktiken"
"177";"Französisch";"Sprachen"
"177";"Englisch";"Sprachen"
"177";"IT Consulting";"Beratung"
"177";"Ubuntu";"Betriebssystem"
"177";"Windows 10";"Betriebssystem"
"177";"Dokumentation";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"177";"Implementierung";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"177";"Softwareeinführung";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"177";"Responsive Webdesign";"Grafik/Design"
"177";"lodash";"JavaScript Frameworks"
"177";"npm";"JavaScript Frameworks"
"177";"KANBAN";"Projektmanagement / Vorgehensmodelle"
"177";"Wasserfallmodel";"Projektmanagement / Vorgehensmodelle"
"177";"NestJS";"Sonstige"
"177";"REST";"Standards"
"177";"UML";"Technik/Tools"
"177";"TypeScript";"JavaScript Frameworks"
"177";"IT Consulting";"Beratung"
"177";"CSS";"Webentwicklung"
"177";"NGRX";"Webentwicklung"
"177";"Tailwind CSS ";"Webentwicklung"
"177";"Web Components";"Webentwicklung"
"177";"Webpack";"Webentwicklung"
"177";"Cypress";"Webentwicklung"
"177";"Visual Studio";"Umgebungen"
"177";"React";"Webentwicklung"
"177";"Angular Generalist";"JavaScript Frameworks"
"177";"nginx";"Applikationsserver"
"177";"Gitlab CI";"CI/CD, Build- und Versionskontrollsysteme"
"177";"WordPress";"CMS"
"177";"PostgreSQL";"Datenbank"
"177";"CI/CD Entwicklung";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"177";"Design Systeme";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"177";"Grafik Design";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"177";"Prototyping";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"177";"Express.js";"JavaScript Frameworks"
"177";"Gulp";"JavaScript Frameworks"
"177";"Grunt";"JavaScript Frameworks"
"177";"lodash";"JavaScript Frameworks"
"177";"Vanilla JS";"JavaScript Frameworks"
"177";"Dependency Injection";"Methoden und Praktiken"
"177";"Domain Driven Design";"Methoden und Praktiken"
"177";"Statische Codeanalyse";"Methoden und Praktiken"
"177";"Test Driven Development (TDD)";"Methoden und Praktiken"
"177";"Markdown ";"Programmiersprachen / Scriptsprachen"
"177";"Sass/SCSS";"Programmiersprachen / Scriptsprachen"
"177";"KANBAN";"Projektmanagement / Vorgehensmodelle"
"177";"REST";"Standards"
"177";"Docker";"Technik/Tools"
"177";"Mocha";"Tests"
"177";"Angular Material";"Webentwicklung"
"177";"Angular Theming";"Webentwicklung"
"177";"Angular (2 und höher)";"Webentwicklung"
"177";"Cypress";"Webentwicklung"
"177";"Cypress";"Webentwicklung"
"177";"GitHub";"Webentwicklung"
"177";"jQuery";"Webentwicklung"
"177";"nx Workspace ";"Webentwicklung"
"178";"TYPO3 Generalist";"TYPO3"
"178";"Extensions";"TYPO3"
"178";"Joomla";"CMS"
"178";"Symfony";"PHP"
"178";"jQuery";"Webentwicklung"
"178";"CSS";"Webentwicklung"
"178";"SCRUM";"Projektmanagement / Vorgehensmodelle"
"185";"Microsoft SQL Server";"Datenbank"
"185";"MySQL";"Datenbank"
"185";"MongoDB";"Datenbank"
"185";"Java";"Programmiersprachen / Scriptsprachen"
"185";"C/C++";"Programmiersprachen / Scriptsprachen"
"185";"C#";"Programmiersprachen / Scriptsprachen"
"185";".NET Framework";".NET Frameworks und Tools"
"185";"Windows Forms";".NET Frameworks und Tools"
"185";"Windows Presentation Foundation (WPF)";".NET Frameworks und Tools"
"185";"ASP.NET";".NET Frameworks und Tools"
"185";"ASP.NET MVC-Framework";".NET Frameworks und Tools"
"185";"ASP.NET WebAPI";".NET Frameworks und Tools"
"185";"Entity Framework";".NET Frameworks und Tools"
"185";"LINQ";".NET Frameworks und Tools"
"185";"NHibernate";".NET Frameworks und Tools"
"185";"NUnit";".NET Frameworks und Tools"
"185";"jQuery";"Webentwicklung"
"185";"XML/XSL";"Standards"
"185";"SOAP";"Standards"
"185";"REST";"Standards"
"185";"SendMail";"Dienste"
"185";"OpenGL";"Technik/Tools"
"185";"HTML";"Webentwicklung"
"185";"JSON";"Webentwicklung"
"185";"TeamCity";"CI/CD, Build- und Versionskontrollsysteme"
"185";"GIT";"CI/CD, Build- und Versionskontrollsysteme"
"185";"JavaScript";"Programmiersprachen / Scriptsprachen"
"185";"CSS";"Webentwicklung"
"185";"SQL";"Datenbank"
"185";"PHP";"Webentwicklung"
"194";"Windows NT/2000/XP";"Betriebssystem"
"194";"Windows Vista";"Betriebssystem"
"194";"Windows 7";"Betriebssystem"
"194";"Windows 8";"Betriebssystem"
"194";"Android";"Betriebssystem"
"194";"MySQL";"Datenbank"
"194";"MongoDB";"Datenbank"
"194";"Java";"Programmiersprachen / Scriptsprachen"
"194";"Python";"Programmiersprachen / Scriptsprachen"
"194";"Ruby";"Programmiersprachen / Scriptsprachen"
"194";"Entwurfsmuster";"Entwicklung"
"194";"Google Android";"Java Frameworks"
"194";"JUnit";"Java Frameworks"
"194";"SWT";"Java Frameworks"
"194";"IntelliJ(Idea)";"Umgebungen"
"194";"PhpStorm";"Umgebungen"
"194";"XML/XSL";"Standards"
"194";"SOAP";"Standards"
"194";"REST";"Standards"
"194";"SSL";"Standards"
"194";"TCP/IP";"Standards"
"194";"Apache";"Applikationsserver"
"194";"nginx";"Applikationsserver"
"194";"Open SSH";"Dienste"
"194";"Teamviewer";"Dienste"
"194";"FileZilla";"Dienste"
"194";"DynDNS";"Dienste"
"194";"UML";"Technik/Tools"
"194";"HTML";"Webentwicklung"
"194";"HTML5";"Webentwicklung"
"194";"JSON";"Webentwicklung"
"194";"Dreamweaver";"Produkterfahrung"
"194";"OpenOffice / LibreOffice";"Produkterfahrung"
"194";"Unit Tests (Komponententests)";"Methoden und Praktiken"
"194";"Objektrelationale Abbildung (ORM)";"Methoden und Praktiken"
"194";"Implementierung";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"194";"Dokumentation";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"194";"Softwaretests";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"194";"Wasserfallmodel";"Projektmanagement / Vorgehensmodelle"
"194";"KANBAN";"Projektmanagement / Vorgehensmodelle"
"194";"Englisch";"Sprachen"
"194";"PHP";"Webentwicklung"
"194";"Subversion";"CI/CD, Build- und Versionskontrollsysteme"
"194";"Spring Boot";"Java Frameworks"
"194";"Docker";"Technik/Tools"
"194";"XML/XSL";"Standards"
"194";"Raspberry Pi";"Sonstige"
"194";"Mockito";"Sonstige"
"194";"Liquibase";"Sonstige"
"194";"Flutter";"Sonstige"
"194";"Firebase";"Sonstige"
"194";"Dart";"Sonstige"
"194";"Design Pattern";"Software Craftmanship"
"194";"Clean Code";"Software Craftmanship"
"194";"SCRUM";"Projektmanagement / Vorgehensmodelle"
"194";"Arduino C";"Programmiersprachen / Scriptsprachen"
"194";"Microsoft Visio";"Produkterfahrung"
"194";"Test Driven Development (TDD)";"Methoden und Praktiken"
"194";"Design Driven Development (DDD)";"Methoden und Praktiken"
"194";"Dependency Injection";"Methoden und Praktiken"
"194";"Continuous Integration (CI)";"Methoden und Praktiken"
"194";"Agile Methoden";"Methoden und Praktiken"
"194";"Spring-JPA";"Java Frameworks"
"194";"Kotlin";"Java Frameworks"
"194";"JIRA";"Issue Management"
"194";"Softwarearchitektur";"Entwicklung"
"194";"PostgreSQL";"Datenbank"
"194";"SQL";"Datenbank"
"194";"MariaDB";"Datenbank"
"194";"WordPress";"CMS"
"194";"Maven";"CI/CD, Build- und Versionskontrollsysteme"
"194";"gradle";"CI/CD, Build- und Versionskontrollsysteme"
"194";"Gitlab";"CI/CD, Build- und Versionskontrollsysteme"
"194";"Gitlab CI";"CI/CD, Build- und Versionskontrollsysteme"
"194";"GIT";"CI/CD, Build- und Versionskontrollsysteme"
"194";"LaTeX";"Basics"
"194";"Handel";"Branchenerfahrung"
"194";"Kunst, Kultur & Events";"Branchenerfahrung"
"194";"Finance";"Branchenerfahrung"
"194";"CVS";"CI/CD, Build- und Versionskontrollsysteme"
"194";"Code Reviews";"Entwicklung"
"197";"AngularJS";"Webentwicklung"
"198";"Windows 10";"Betriebssystem"
"198";"GIT";"CI/CD, Build- und Versionskontrollsysteme"
"198";"Gitlab";"CI/CD, Build- und Versionskontrollsysteme"
"198";"MySQL";"Datenbank"
"198";"Teamviewer";"Dienste"
"198";"Blender";"Grafik/Design"
"198";"GIMP";"Grafik/Design"
"198";"Jakarta EE";"Java Frameworks"
"198";"Java EE";"Java Frameworks"
"198";"JavaScript";"Programmiersprachen / Scriptsprachen"
"198";"Gitlab CI";"CI/CD, Build- und Versionskontrollsysteme"
"198";"Spring-JPA";"Java Frameworks"
"198";"Maven";"CI/CD, Build- und Versionskontrollsysteme"
"198";".NET Framework";".NET Frameworks und Tools"
"198";"Entity Framework";".NET Frameworks und Tools"
"198";"NUnit";".NET Frameworks und Tools"
"198";"LaTeX";"Basics"
"198";"Ubuntu";"Betriebssystem"
"198";"Windows 11";"Betriebssystem"
"198";"Windows 7";"Betriebssystem"
"198";"CMake";"C++ Frameworks und Tools"
"198";"Microsoft SQL Server";"Datenbank"
"198";"PostgreSQL";"Datenbank"
"198";"SQL";"Datenbank"
"198";"OAuth";"Dienste"
"198";"Teamviewer";"Dienste"
"198";"CI/CD Entwicklung";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"198";"Dokumentation";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"198";"Grafik Design";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"198";"Hardware";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"198";"Medien- und Kommunikationsforschung";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"198";"Moderation";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"198";"Orga";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"198";"Personas";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"198";"UI Design";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"198";"User Experience";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"198";"Virtual Reality";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"198";"Code Reviews";"Entwicklung"
"198";"GraphQL";"Entwicklung"
"198";"Softwarearchitektur";"Entwicklung"
"198";"Redmine";"Issue Management"
"198";"JSF";"Java Frameworks"
"198";"JUnit";"Java Frameworks"
"198";"Phyton /Jython";"Java Frameworks"
"198";"Agile Methoden";"Methoden und Praktiken"
"198";"Dependency Injection";"Methoden und Praktiken"
"198";"Domain Driven Design";"Methoden und Praktiken"
"198";"Test Driven Development (TDD)";"Methoden und Praktiken"
"198";"Unit Tests (Komponententests)";"Methoden und Praktiken"
"198";"Microsoft Teams";"Produkterfahrung"
"198";"OpenOffice / LibreOffice";"Produkterfahrung"
"198";"Arduino C";"Programmiersprachen / Scriptsprachen"
"198";"C#";"Programmiersprachen / Scriptsprachen"
"198";"C/C++";"Programmiersprachen / Scriptsprachen"
"198";"CSS";"Programmiersprachen / Scriptsprachen"
"198";"Haskell";"Programmiersprachen / Scriptsprachen"
"198";"Haskell";"Programmiersprachen / Scriptsprachen"
"198";"Java";"Programmiersprachen / Scriptsprachen"
"198";"Markdown ";"Programmiersprachen / Scriptsprachen"
"198";"SCRUM";"Projektmanagement / Vorgehensmodelle"
"198";"V-Modell";"Projektmanagement / Vorgehensmodelle"
"198";"Wasserfallmodel";"Projektmanagement / Vorgehensmodelle"
"198";"Clean Code";"Software Craftmanship"
"198";"Design Pattern";"Software Craftmanship"
"198";"Deutsch";"Sprachen"
"198";"Englisch";"Sprachen"
"198";"Italienisch";"Sprachen"
"198";"Türkisch";"Sprachen"
"198";"REST";"Standards"
"198";"XML/XSL";"Standards"
"198";"Docker";"Technik/Tools"
"198";"PowerShell";"Technik/Tools"
"198";"UML";"Technik/Tools"
"198";"Visual Studio";"Umgebungen"
"198";"JSON";"Webentwicklung"
"199";"Windows NT/2000/XP";"Betriebssystem"
"199";"SUSE Linux";"Betriebssystem"
"199";"Windows 7";"Betriebssystem"
"199";"Windows 8";"Betriebssystem"
"199";"Windows Server 2003";"Betriebssystem"
"199";"Android";"Betriebssystem"
"199";"Oracle";"Datenbank"
"199";"PostgreSQL";"Datenbank"
"199";"MySQL";"Datenbank"
"199";"LDAP";"Datenbank"
"199";"SQL-Scripte";"Datenbank"
"199";"Microsoft Access";"Datenbank"
"199";"MongoDB";"Datenbank"
"199";"Java";"Programmiersprachen / Scriptsprachen"
"199";"C/C++";"Programmiersprachen / Scriptsprachen"
"199";"C#";"Programmiersprachen / Scriptsprachen"
"199";"VB.NET";"Programmiersprachen / Scriptsprachen"
"199";"VB/VBA";"Programmiersprachen / Scriptsprachen"
"199";"Python";"Programmiersprachen / Scriptsprachen"
"199";"Ruby";"Programmiersprachen / Scriptsprachen"
"199";"Groovy";"Programmiersprachen / Scriptsprachen"
"199";"Pascal";"Programmiersprachen / Scriptsprachen"
"199";"Perl";"Programmiersprachen / Scriptsprachen"
"199";"Assembler";"Programmiersprachen / Scriptsprachen"
"199";"PL/SQL";"Programmiersprachen / Scriptsprachen"
"199";"OpenShop";"Programmiersprachen / Scriptsprachen"
"199";"Entwurfsmuster";"Entwicklung"
"199";"Swing";"Java Frameworks"
"199";"Java EE";"Java Frameworks"
"199";"JUnit";"Java Frameworks"
"199";"Hibernate";"Java Frameworks"
"199";"Log4J";"Java Frameworks"
"199";"Spring";"Java Frameworks"
"199";"Google Web Toolkit";"Java Frameworks"
"199";".NET Framework";".NET Frameworks und Tools"
"199";"Windows Forms";".NET Frameworks und Tools"
"199";"NHibernate";".NET Frameworks und Tools"
"199";"Spring.NET";".NET Frameworks und Tools"
"199";"JDeveloper";"Umgebungen"
"199";"Workbench";"Umgebungen"
"199";"IntelliJ(Idea)";"Umgebungen"
"199";"PhpStorm";"Umgebungen"
"199";"Angular Generalist";"JavaScript Frameworks"
"199";"jQuery";"Webentwicklung"
"199";"XML/XSL";"Standards"
"199";"SOAP";"Standards"
"199";"REST";"Standards"
"199";"SSL";"Standards"
"199";"TCP/IP";"Standards"
"199";"Terminalserver";"Server"
"199";"Tomcat";"Applikationsserver"
"199";"Apache";"Applikationsserver"
"199";"nginx";"Applikationsserver"
"199";"ftp-proxy";"Dienste"
"199";"Open SSH";"Dienste"
"199";"vnc";"Dienste"
"199";"Windows Printserver";"Dienste"
"199";"Teamviewer";"Dienste"
"199";"Netviewer";"Dienste"
"199";"DHCP";"Dienste"
"199";"DNS";"Dienste"
"199";"DynDNS";"Dienste"
"199";"UML";"Technik/Tools"
"199";"HTML";"Webentwicklung"
"199";"HTML5";"Webentwicklung"
"199";"JSON";"Webentwicklung"
"199";"Jenkins";"CI/CD, Build- und Versionskontrollsysteme"
"199";"GIT";"CI/CD, Build- und Versionskontrollsysteme"
"199";"PaintShop";"Grafik/Design"
"199";"GIMP";"Grafik/Design"
"199";"Test Driven Development (TDD)";"Methoden und Praktiken"
"199";"Behaviour Driven Development (BDD)";"Methoden und Praktiken"
"199";"Design Pattern";"Software Craftmanship"
"199";"Dependency Injection";"Methoden und Praktiken"
"199";"Objektrelationale Abbildung (ORM)";"Methoden und Praktiken"
"199";"Continuous Integration (CI)";"Methoden und Praktiken"
"199";"Qualitätsmanagement";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"199";"Anforderungsanalyse";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"199";"Softwaredesign/-architektur";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"199";"Implementierung";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"199";"Dokumentation";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"199";"Softwaretests";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"199";"Softwareeinführung";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"199";"V-Modell";"Projektmanagement / Vorgehensmodelle"
"199";"MS Project";"Projektmanagement / Vorgehensmodelle"
"199";"Wasserfallmodel";"Projektmanagement / Vorgehensmodelle"
"199";"SAP";"ERP"
"199";"Englisch";"Sprachen"
"199";"Türkisch";"Sprachen"
"199";"Russisch";"Sprachen"
"199";"Windows 10";"Betriebssystem"
"199";"Gitlab";"CI/CD, Build- und Versionskontrollsysteme"
"199";"Spring";"Java Frameworks"
"199";"Spring Boot";"Java Frameworks"
"199";"Microsoft Teams";"Produkterfahrung"
"199";"KANBAN";"Projektmanagement / Vorgehensmodelle"
"199";"CI/CD Entwicklung";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"199";"Personas";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"199";"Clean Code";"Software Craftmanship"
"199";"Cucumber";"Sonstige"
"199";"Liquibase";"Sonstige"
"199";"Sonatype Nexus";"Sonstige"
"199";"Docker";"Technik/Tools"
"199";"JavaScript";"Programmiersprachen / Scriptsprachen"
"199";"CSS";"Webentwicklung"
"199";"SQL";"Datenbank"
"199";"MariaDB";"Datenbank"
"199";"Projektmanagement";"Projektmanagement / Vorgehensmodelle"
"199";"SCRUM";"Projektmanagement / Vorgehensmodelle"
"199";"JIRA";"Issue Management"
"199";"PHP";"Webentwicklung"
"199";"Hybris";"SAP Commerce"
"199";"Spring-JPA";"Java Frameworks"
"199";"Maven";"CI/CD, Build- und Versionskontrollsysteme"
"199";"Visual Studio";"Umgebungen"
"204";"Windows NT/2000/XP";"Betriebssystem"
"204";"Windows 7";"Betriebssystem"
"204";"Windows Server 2008";"Betriebssystem"
"204";"Android";"Betriebssystem"
"204";"Microsoft SQL Server";"Datenbank"
"204";"Oracle";"Datenbank"
"204";"Java";"Programmiersprachen / Scriptsprachen"
"204";"C#";"Programmiersprachen / Scriptsprachen"
"204";"PL/SQL";"Programmiersprachen / Scriptsprachen"
"204";"T-SQL";"Programmiersprachen / Scriptsprachen"
"204";"Swing";"Java Frameworks"
"204";"JUnit";"Java Frameworks"
"204";"Hibernate";"Java Frameworks"
"204";"Windows Presentation Foundation (WPF)";".NET Frameworks und Tools"
"204";"ASP.NET";".NET Frameworks und Tools"
"204";"ASP.NET MVC-Framework";".NET Frameworks und Tools"
"204";"Entity Framework";".NET Frameworks und Tools"
"204";"LINQ";".NET Frameworks und Tools"
"204";"NHibernate";".NET Frameworks und Tools"
"204";"NUnit";".NET Frameworks und Tools"
"204";"Kendo UI";".NET Frameworks und Tools"
"204";"NetBeans";"Umgebungen"
"204";"JDeveloper";"Umgebungen"
"204";"IntelliJ(Idea)";"Umgebungen"
"204";"Angular Generalist";"JavaScript Frameworks"
"204";"knockout";"JavaScript Frameworks"
"204";"Trac";"Issue Management"
"204";"Internet Information Services (IIS)";"Applikationsserver"
"204";"UML";"Technik/Tools"
"204";"HTML";"Webentwicklung"
"204";"HTML5";"Webentwicklung"
"204";"Ajax";"Webentwicklung"
"204";"JSON";"Webentwicklung"
"204";"CVS";"CI/CD, Build- und Versionskontrollsysteme"
"204";"TeamCity";"CI/CD, Build- und Versionskontrollsysteme"
"204";"OpenOffice / LibreOffice";"Produkterfahrung"
"204";"PaintShop";"Grafik/Design"
"204";"Corel Draw";"Grafik/Design"
"204";"GIMP";"Grafik/Design"
"204";"Unit Tests (Komponententests)";"Methoden und Praktiken"
"204";"Test Driven Development (TDD)";"Methoden und Praktiken"
"204";"Continuous Integration (CI)";"Methoden und Praktiken"
"204";"Implementierung";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"204";"V-Modell";"Projektmanagement / Vorgehensmodelle"
"204";"ARIS";"BPM (Business Process Modelling)"
"204";"Englisch";"Sprachen"
"204";"F#";"Programmiersprachen / Scriptsprachen"
"204";"ASP.NET WebAPI";".NET Frameworks und Tools"
"204";"Dependency Injection";"Methoden und Praktiken"
"204";"Objektrelationale Abbildung (ORM)";"Methoden und Praktiken"
"204";"JavaScript";"Programmiersprachen / Scriptsprachen"
"204";"CSS";"Webentwicklung"
"204";"SQL";"Datenbank"
"204";"SCRUM";"Projektmanagement / Vorgehensmodelle"
"204";"JIRA";"Issue Management"
"204";"Subversion";"CI/CD, Build- und Versionskontrollsysteme"
"204";"Visual Studio";"Umgebungen"
"205";"Angular (2 und höher)";"Webentwicklung"
"205";"GIT";"CI/CD, Build- und Versionskontrollsysteme"
"205";"Gitlab";"CI/CD, Build- und Versionskontrollsysteme"
"205";"WordPress";"CMS"
"205";"HTML5";"Webentwicklung"
"205";"ITCSS";"Webentwicklung"
"205";"Windows 10";"Betriebssystem"
"205";"MAC OS X";"Betriebssystem"
"205";"MySQL";"Datenbank"
"205";"GIMP";"Grafik/Design"
"205";"Responsive Webdesign";"Grafik/Design"
"205";"Typography";"Grafik/Design"
"205";"UX/UI";"Grafik/Design"
"205";"Gulp";"JavaScript Frameworks"
"205";"Node.js";"JavaScript Frameworks"
"205";"npm";"JavaScript Frameworks"
"205";"Test Driven Development (TDD)";"Methoden und Praktiken"
"205";"Unit Tests (Komponententests)";"Methoden und Praktiken"
"205";"Microsoft Teams";"Produkterfahrung"
"205";"Microsoft Office";"Produkterfahrung"
"205";"Adobe Premiere";"Produkterfahrung"
"205";"After Effects";"Produkterfahrung"
"205";"Dreamweaver";"Produkterfahrung"
"205";"OpenOffice / LibreOffice";"Produkterfahrung"
"205";"KANBAN";"Projektmanagement / Vorgehensmodelle"
"205";"Wasserfallmodel";"Projektmanagement / Vorgehensmodelle"
"205";"Mediengestalter Digital & Print - Fachrichtung Gestaltung & Technik";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"205";"Englisch";"Sprachen"
"205";"Spanisch";"Sprachen"
"205";"IntelliJ(Idea)";"Umgebungen"
"205";"PhpStorm";"Umgebungen"
"205";"WebStorm";"Umgebungen"
"205";"Workbench";"Umgebungen"
"205";"Adobe Photoshop";"UX/UI Tools"
"205";"Adobe Illustrator";"UX/UI Tools"
"205";"Adobe CC";"UX/UI Tools"
"205";"Sketch";"UX/UI Tools"
"205";"jQuery";"Webentwicklung"
"205";"JSON";"Webentwicklung"
"205";"RxJS";"Webentwicklung"
"205";"BEMIT (BEM + ITCSS)";"Webentwicklung"
"205";"SUSE Linux";"Betriebssystem"
"205";"Angular Material";"Webentwicklung"
"205";"Angular Theming";"Webentwicklung"
